Ensembl_ID	Gene_Symbol	Chromosome	Start	End	Length	GC_Content	Strand	Biotype	Description	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	weight	WT4	WT1	WT2	KO5	KO4	KO3	wild_type	knock_out
ENSMUSG00000030636	1700010L04Rik	7	82500807	82509057	1577	43.85	1	lncRNA	RIKEN cDNA 1700010L04 gene [Source:MGI Symbol;Acc:MGI:1916583]	1.8	-0.08	0.16	-0.512387691436257	0.6083797	1	0	0	5.6	1.6	0	0	3.5	2.4	1.2
ENSMUSG00000108791	1700011D18Rik	7	78497002	78497278	277	50.9	1	lncRNA	RIKEN cDNA 1700011D18 gene [Source:MGI Symbol;Acc:MGI:1922714]	2.6	0.18	0.21	0.868813845296504	0.384949	1	0	0.9	1.6	2.4	1.4	3.1	5.9	1.6	3.5
ENSMUSG00000085470	1700012C14Rik	6	30460127	30463312	622	53.99	1	lncRNA	RIKEN cDNA 1700012C14 gene [Source:MGI Symbol;Acc:MGI:1916587]	11.8	0.13	0.28	0.455738297216929	0.6485782	1	0.031	7.8	12.8	10.4	21.5	15.6	2.4	10.3	13.2
ENSMUSG00000110424	1700012D14Rik	7	110682271	110721891	4153	38.81	-1	lncRNA	RIKEN cDNA 1700012D14 gene [Source:MGI Symbol;Acc:MGI:1922729]	37.1	0.17	0.26	0.654601555980797	0.5127243	0.6462585	2.239	36.6	28.8	36.7	30.1	39.6	50.7	34	40.1
ENSMUSG00000105023	1700012D16Rik	3	153002141	153004286	577	46.69	-1	lncRNA	RIKEN cDNA 1700012D16 gene [Source:MGI Symbol;Acc:MGI:1922739]	1.6	-0.3	0.17	-1.74628799023152	0.08076092	1	0	2.6	4	3.2	0	0	0	3.3	0
ENSMUSG00000027886	1700013F07Rik	3	108441466	108452039	1452	45.26	1	protein_coding	RIKEN cDNA 1700013F07 gene [Source:MGI Symbol;Acc:MGI:1922754]	7.3	0.18	0.27	0.647506951965056	0.5173039	1	0.075	7	5.6	5.6	8.6	5.2	11.8	6.1	8.5
ENSMUSG00000104908	1700015C17Rik	3	153172853	153183847	239	43.33	-1	lncRNA	RIKEN cDNA 1700015C17 gene [Source:MGI Symbol;Acc:MGI:1924178]	7.2	-0.44	0.27	-1.64587607326812	0.09978928	1	0	14.8	10.4	6.4	1.4	3.1	7.1	10.5	3.9
ENSMUSG00000108979	1700016B15Rik	7	118339672	118340404	733	55.53	-1	TEC	RIKEN cDNA 1700016B15 gene [Source:MGI Symbol;Acc:MGI:1916677]	1.7	-0.04	0.19	-0.219628158109247	0.8261608	1	0	2.6	1.6	1.6	0	2.1	2.4	1.9	1.5
ENSMUSG00000029320	1700016H13Rik	5	103795905	103803876	1751	43.62	-1	protein_coding	RIKEN cDNA 1700016H13 gene [Source:MGI Symbol;Acc:MGI:1921468]	3.3	-0.09	0.23	-0.402497300988526	0.6873181	1	0	2.6	4.8	4	2.9	2.1	3.5	3.8	2.8
ENSMUSG00000111103	1700016J18Rik	10	41894212	41894806	249	57.98	1	lncRNA	RIKEN cDNA 1700016J18 gene [Source:MGI Symbol;Acc:MGI:1922811]	1.8	0.14	0.18	0.790697826126799	0.4291203	1	0	0.9	0	2.4	1.4	5.2	1.2	1.1	2.6
ENSMUSG00000053783	1700016K19Rik	11	75890738	75894395	921	49.54	1	protein_coding	RIKEN cDNA 1700016K19 gene [Source:MGI Symbol;Acc:MGI:1921480]	17	0.7	0.28	2.47254637141652	0.01341543	0.1698084	1.466	10.4	6.4	9.6	40.1	25	10.6	8.8	25.2
ENSMUSG00000101483	1700016L21Rik	1	80423649	80457584	968	39.07	1	lncRNA	RIKEN cDNA 1700016L21 gene [Source:MGI Symbol;Acc:MGI:1919458]	12.9	0.37	0.27	1.36610219416194	0.1719069	0.5701271	1.032	11.3	10.4	3.2	35.8	7.3	9.4	8.3	17.5
ENSMUSG00000085609	1700016P03Rik	11	75063386	75068459	863	51.42	1	lncRNA	RIKEN cDNA 1700016P03 gene [Source:MGI Symbol;Acc:MGI:1922792]	4.7	0.13	0.25	0.51432937786444	0.6070217	1	0	5.2	3.2	3.2	10	2.1	4.7	3.9	5.6
ENSMUSG00000032300	1700017B05Rik	9	57160400	57169895	5235	55.56	-1	protein_coding	RIKEN cDNA 1700017B05 gene [Source:MGI Symbol;Acc:MGI:1921461]	698.5	0.09	0.15	0.604986853872846	0.5451877	0.8390834	1.269	643.4	689.4	690.1	785.6	726.2	656.1	674.3	722.6
ENSMUSG00000107368	1700018A23Rik	6	126799340	126802140	398	49.8	1	lncRNA	RIKEN cDNA 1700018A23 gene [Source:MGI Symbol;Acc:MGI:1919481]	1.9	0.04	0.19	0.198611729537768	0.8425665	1	0	3.5	0.8	0.8	2.9	1	2.4	1.7	2.1
ENSMUSG00000100075	1700018L02Rik	19	29023645	29026129	2485	51.99	1	lncRNA	RIKEN cDNA 1700018L02 gene [Source:MGI Symbol;Acc:MGI:1914579]	17.6	-0.17	0.28	-0.588599882374841	0.5561297	0.7615572	1.636	17.4	20.8	20.7	11.5	8.3	27.1	19.7	15.6
ENSMUSG00000046145	1700018M17Rik	4	59549154	59549625	456	76.06	1	pseudogene	RIKEN cDNA 1700018M17 gene [Source:MGI Symbol;Acc:MGI:1919495]	2.4	-0.07	0.21	-0.332896175412361	0.7392127	1	0	3.5	1.6	3.2	2.9	1	2.4	2.8	2.1
ENSMUSG00000060715	1700019A02Rik	1	53197736	53226795	777	39.08	-1	protein_coding	RIKEN cDNA 1700019A02 gene [Source:MGI Symbol;Acc:MGI:1916647]	4.4	-0.13	0.25	-0.526287055982475	0.5986888	1	0	3.5	7.2	4.8	2.9	2.1	5.9	5.2	3.6
ENSMUSG00000043629	1700019D03Rik	1	52961483	53059338	4330	40.79	-1	protein_coding	RIKEN cDNA 1700019D03 gene [Source:MGI Symbol;Acc:MGI:1914330]	90.7	0.44	0.28	1.60372461341276	0.1087748	0.3735271	1.775	58.3	77.7	69.4	210.7	75	53	68.5	112.9
ENSMUSG00000111639	1700019L13Rik	9	119812212	119817158	4947	55.41	1	lncRNA	RIKEN cDNA 1700019L13 gene [Source:MGI Symbol;Acc:MGI:1919476]	13.1	0.3	0.28	1.07694935518399	0.2815029	0.6032059	1.466	5.2	13.6	11.2	10	28.1	10.6	10	16.3
ENSMUSG00000026931	1700019N19Rik	19	58774235	58782893	1257	48.19	-1	protein_coding	RIKEN cDNA 1700019N19 gene [Source:MGI Symbol;Acc:MGI:1914757]	4	0.3	0.24	1.25437985884649	0.209704	1	0	3.5	2.4	0.8	10	5.2	2.4	2.2	5.9
ENSMUSG00000013928	1700020L13Rik	7	29979519	29989662	2432	49.1	1	protein_coding	RIKEN cDNA 1700020L13 gene [Source:MGI Symbol;Acc:MGI:1922879]	4.2	0.31	0.22	1.41633060398959	0.1566787	1	0	2.6	1.6	1.6	7.2	12.5	0	1.9	6.6
ENSMUSG00000035085	1700020L24Rik	11	83328503	83332059	1050	52.04	1	protein_coding	RIKEN cDNA 1700020L24 gene [Source:MGI Symbol;Acc:MGI:1913580]	9.9	-0.04	0.28	-0.145423572047836	0.8843765	1	0.03	8.7	14.4	8	2.9	11.5	14.1	10.4	9.5
ENSMUSG00000086890	1700021J08Rik	4	116859363	116860209	575	57.02	-1	lncRNA	RIKEN cDNA 1700021J08 gene [Source:MGI Symbol;Acc:MGI:1919485]	1.9	-0.28	0.19	-1.46842692303481	0.1419883	1	0	2.6	4	3.2	1.4	0	0	3.3	0.5
ENSMUSG00000028451	1700022I11Rik	4	42969604	42983640	4542	45.11	1	protein_coding	RIKEN cDNA 1700022I11 gene [Source:MGI Symbol;Acc:MGI:1914567]	4.4	-0.03	0.24	-0.142789922354262	0.8864561	1	0	6.1	7.2	0.8	1.4	6.3	4.7	4.7	4.1
ENSMUSG00000097523	1700022N22Rik	17	26204782	26210004	1632	50.62	1	lncRNA	RIKEN cDNA 1700022N22 gene [Source:MGI Symbol;Acc:MGI:1916681]	6.8	0.09	0.26	0.331712329472175	0.7401065	1	0.031	8.7	4.8	4.8	8.6	2.1	11.8	6.1	7.5
ENSMUSG00000117050	1700023B13Rik	17	29312390	29313435	1046	59.46	-1	TEC	RIKEN cDNA 1700023B13 gene [Source:MGI Symbol;Acc:MGI:1920529]	3.2	0	0.23	-0.00284119438560438	0.9977331	1	0	0.9	4	4.8	4.3	3.1	2.4	3.2	3.3
ENSMUSG00000089827	1700023H06Rik	13	81032343	81033643	1044	40.97	-1	lncRNA	RIKEN cDNA 1700023H06 gene [Source:MGI Symbol;Acc:MGI:1916692]	22.4	0.15	0.28	0.538179565920276	0.5904531	0.7559522	1.775	18.3	21.6	21.5	27.2	20.8	24.7	20.5	24.3
ENSMUSG00000106947	1700025A08Rik	5	67764561	67765169	609	62.56	-1	TEC	RIKEN cDNA 1700025A08 gene [Source:MGI Symbol;Acc:MGI:1916650]	1.7	-0.1	0.18	-0.568189723252276	0.5699061	1	0	4.4	1.6	0.8	0	1	2.4	2.3	1.1
ENSMUSG00000032666	1700025G04Rik	1	151728154	151965876	11788	44.29	-1	protein_coding	RIKEN cDNA 1700025G04 gene [Source:MGI Symbol;Acc:MGI:1916649]	220.5	-0.09	0.21	-0.400281819061785	0.688949	1	0.594	174.1	245	265.7	248	231.3	159	228.3	212.8
ENSMUSG00000101888	1700025H01Rik	16	30013889	30019117	547	50.95	1	lncRNA	RIKEN cDNA 1700025H01 gene [Source:MGI Symbol;Acc:MGI:1922781]	3.3	-0.1	0.23	-0.421317953479534	0.6735229	1	0	2.6	6.4	2.4	1.4	3.1	3.5	3.8	2.7
ENSMUSG00000090200	1700025N21Rik	10	82974984	82977872	686	52.2	-1	lncRNA	RIKEN cDNA 1700025N21 gene [Source:MGI Symbol;Acc:MGI:1916665]	2.8	-0.21	0.2	-1.0286878435777	0.3036264	1	0	4.4	4	4	0	4.2	0	4.1	1.4
ENSMUSG00000097716	1700026J14Rik	6	48513516	48514408	794	51.06	-1	lncRNA	RIKEN cDNA 1700026J14 gene [Source:MGI Symbol;Acc:MGI:1916682]	3.4	-0.02	0.2	-0.12034951229003	0.9042063	1	0	8.7	1.6	0.8	0	8.3	1.2	3.7	3.2
ENSMUSG00000084864	1700027A07Rik	15	78796166	78797860	458	46.61	-1	lncRNA	RIKEN cDNA 1700027A07 gene [Source:MGI Symbol;Acc:MGI:1917246]	2.5	0	0.2	0.0160373902383097	0.9872046	1	0	1.7	0.8	4.8	2.9	0	4.7	2.4	2.5
ENSMUSG00000111422	1700027J07Rik	10	43621805	43641832	2782	44.73	1	lncRNA	RIKEN cDNA 1700027J07 gene [Source:MGI Symbol;Acc:MGI:1916693]	2.2	0	0.19	-0.00839020819419687	0.9933057	1	0	0.9	4.8	0.8	4.3	0	2.4	2.2	2.2
ENSMUSG00000097321	1700028E10Rik	5	151292140	151355583	6927	41.2	1	lncRNA	RIKEN cDNA 1700028E10 gene [Source:MGI Symbol;Acc:MGI:1916713]	19.4	-0.44	0.28	-1.54978265624132	0.1211937	0.4211149	1.466	22.6	28	27.1	8.6	3.1	27.1	25.9	12.9
ENSMUSG00000038782	1700028J19Rik	7	43879235	43896119	2471	48.44	-1	protein_coding	RIKEN cDNA 1700028J19 gene [Source:MGI Symbol;Acc:MGI:1917254]	18.6	0.58	0.28	2.05609416270615	0.03977344	0.3105239	1.032	10.4	14.4	11.2	31.5	16.7	27.1	12	25.1
ENSMUSG00000089798	1700028K03Rik	5	107682575	107699408	7963	40.94	1	protein_coding	RIKEN cDNA 1700028K03 gene [Source:MGI Symbol;Acc:MGI:1923671]	6.4	-0.38	0.25	-1.50260855365332	0.13294	1	0.084	4.4	13.6	10.4	0	4.2	5.9	9.4	3.4
ENSMUSG00000078635	1700028N14Rik	11	103155686	103158571	747	50.24	-1	lncRNA	RIKEN cDNA 1700028N14 gene [Source:MGI Symbol;Acc:MGI:1920530]	8.3	-0.2	0.27	-0.715700389514431	0.4741764	1	0.03	9.6	12.8	7.2	4.3	4.2	11.8	9.9	6.7
ENSMUSG00000033053	1700028P14Rik	19	23536117	23630176	875	41.69	-1	protein_coding	RIKEN cDNA 1700028P14 gene [Source:MGI Symbol;Acc:MGI:1914733]	1.8	0.02	0.18	0.126376660681915	0.8994338	1	0	2.6	1.6	0.8	1.4	4.2	0	1.7	1.9
ENSMUSG00000031452	1700029H14Rik	8	13600733	13612461	1421	50.75	-1	protein_coding	RIKEN cDNA 1700029H14 gene [Source:MGI Symbol;Acc:MGI:1913751]	3.3	-0.04	0.22	-0.19677514335617	0.8440035	1	0	4.4	2.4	4	0	4.2	4.7	3.6	3
ENSMUSG00000044916	1700029I15Rik	2	92212883	92216053	1348	55.53	1	protein_coding	RIKEN cDNA 1700029I15 gene [Source:MGI Symbol;Acc:MGI:1916742]	19.5	-0.2	0.28	-0.7051487944609	0.4807176	1	0.41	23.5	24.8	16.8	21.5	12.5	17.7	21.7	17.2
ENSMUSG00000071103	1700029J07Rik	8	46406643	46428477	3006	40.88	-1	protein_coding	RIKEN cDNA 1700029J07 gene [Source:MGI Symbol;Acc:MGI:1916729]	84.8	-0.31	0.22	-1.40239795261314	0.1607964	0.4669369	1.529	107.1	90.5	89.3	86	68.8	67.1	95.6	74
ENSMUSG00000099759	1700030C10Rik	12	20854382	20865780	1735	47.25	-1	lncRNA	RIKEN cDNA 1700030C10 gene [Source:MGI Symbol;Acc:MGI:1916763]	33.8	-0.26	0.28	-0.928176097105277	0.3533162	0.6397822	1.581	57.5	23.2	35.1	37.3	24	25.9	38.6	29
ENSMUSG00000086459	1700030C12Rik	11	23447753	23449661	1169	51.39	1	lncRNA	RIKEN cDNA 1700030C12 gene [Source:MGI Symbol;Acc:MGI:1919496]	2.8	-0.02	0.21	-0.116800873669633	0.9070179	1	0	2.6	4	2.4	0	2.1	5.9	3	2.7
ENSMUSG00000087148	1700030C14Rik	2	152494803	152496250	756	48.9	-1	lncRNA	RIKEN cDNA 1700030C14 gene [Source:MGI Symbol;Acc:MGI:1922912]	2.1	0.16	0.2	0.791966089283723	0.4283804	1	0	0.9	1.6	1.6	4.3	2.1	2.4	1.4	2.9
ENSMUSG00000031847	1700030J22Rik	8	117696333	117705698	2996	49.4	-1	protein_coding	RIKEN cDNA 1700030J22 gene [Source:MGI Symbol;Acc:MGI:1916778]	21.9	-0.08	0.28	-0.285317047375434	0.7754013	0.8831003	1.601	23.5	30.4	15.2	14.3	20.8	27.1	23	20.8
ENSMUSG00000052794	1700030K09Rik	8	73197724	73214845	2970	47.57	1	protein_coding	RIKEN cDNA 1700030K09 gene [Source:MGI Symbol;Acc:MGI:1919504]	327.9	-0.08	0.18	-0.46562165403359	0.6414863	0.8357497	1.51	377.8	289.1	349.4	281	324	346.3	338.8	317.1
ENSMUSG00000113179	1700030L22Rik	12	53350135	53356629	865	42.42	-1	lncRNA	RIKEN cDNA 1700030L22 gene [Source:MGI Symbol;Acc:MGI:1922826]	3.5	-0.37	0.22	-1.63803351798754	0.1014147	1	0	2.6	8	6.4	1.4	0	2.4	5.7	1.3
ENSMUSG00000055833	1700034H15Rik	1	191618242	191639639	6099	48.97	-1	lncRNA	RIKEN cDNA 1700034H15 gene [Source:MGI Symbol;Acc:MGI:1921515]	60.5	0.23	0.26	0.895111690338454	0.3707274	0.569447	2.239	42.7	53.6	65.4	45.9	97.9	57.7	53.9	67.2
ENSMUSG00000074619	1700034I23Rik	3	40854631	40856978	2348	44.12	-1	protein_coding	RIKEN cDNA 1700034I23 gene [Source:MGI Symbol;Acc:MGI:1920547]	1.6	-0.15	0.17	-0.87510784721243	0.3815152	1	0	3.5	3.2	0.8	0	0	2.4	2.5	0.8
ENSMUSG00000040163	1700034J05Rik	6	146851827	146855920	3007	43.28	-1	protein_coding	RIKEN cDNA 1700034J05 gene [Source:MGI Symbol;Acc:MGI:1920594]	5.3	-0.54	0.25	-2.17980715956494	0.02927176	1	0	4.4	15.2	7.2	2.9	1	1.2	8.9	1.7
ENSMUSG00000097893	1700034P13Rik	1	9817873	9862149	3101	42.71	1	lncRNA	RIKEN cDNA 1700034P13 gene [Source:MGI Symbol;Acc:MGI:1920581]	5.2	0.04	0.25	0.145928217378414	0.8839781	1	0	3.5	2.4	8.8	10	4.2	2.4	4.9	5.5
ENSMUSG00000005983	1700037C18Rik	16	3713043	3726553	3227	48.1	-1	protein_coding	RIKEN cDNA 1700037C18 gene [Source:MGI Symbol;Acc:MGI:1920511]	107.8	0.22	0.21	1.01122997168458	0.3119064	0.6483224	1.355	116.7	90.5	87.8	100.3	122.9	128.4	98.3	117.2
ENSMUSG00000027327	1700037H04Rik	2	130988244	131002001	2286	51.25	-1	protein_coding	RIKEN cDNA 1700037H04 gene [Source:MGI Symbol;Acc:MGI:1914576]	518.9	0.06	0.15	0.375632491094573	0.7071901	0.8646506	1.529	486.7	527.7	509	549	550.1	491.2	507.8	530.1
ENSMUSG00000097515	1700040D17Rik	3	94316702	94320226	998	39.49	-1	lncRNA	RIKEN cDNA 1700040D17 gene [Source:MGI Symbol;Acc:MGI:1923852]	6.7	0.16	0.26	0.593348072969965	0.5529482	1	0.084	4.4	4	8	12.9	8.3	2.4	5.4	7.9
ENSMUSG00000107406	1700040L08Rik	6	71520176	71521098	541	47.45	-1	lncRNA	RIKEN cDNA 1700040L08 gene [Source:MGI Symbol;Acc:MGI:1920544]	2.4	0.02	0.2	0.11164400406236	0.9111057	1	0	5.2	0.8	0.8	4.3	1	2.4	2.3	2.6
ENSMUSG00000054822	1700041G16Rik	8	23295782	23299553	1824	46.87	1	lncRNA	RIKEN cDNA 1700041G16 gene [Source:MGI Symbol;Acc:MGI:1920549]	2.6	0.02	0.21	0.112830638186636	0.9101648	1	0	4.4	1.6	1.6	2.9	4.2	1.2	2.5	2.7
ENSMUSG00000086391	1700042O10Rik	11	11818123	11835321	1075	44.82	1	lncRNA	RIKEN cDNA 1700042O10 gene [Source:MGI Symbol;Acc:MGI:1920571]	7.9	0.16	0.27	0.571611379747028	0.5675853	1	0.005	7	8	5.6	4.3	14.6	8.2	6.9	9
ENSMUSG00000087347	1700047K16Rik	11	58213814	58215265	886	56.47	1	lncRNA	RIKEN cDNA 1700047K16 gene [Source:MGI Symbol;Acc:MGI:1920585]	5.1	-0.08	0.25	-0.313914739683521	0.7535858	1	0	2.6	8	6.4	2.9	7.3	3.5	5.7	4.6
ENSMUSG00000100147	1700047M11Rik	1	182115555	182130890	2846	45.19	1	lncRNA	RIKEN cDNA 1700047M11 gene [Source:MGI Symbol;Acc:MGI:1914580]	3.8	-0.25	0.22	-1.13164693509978	0.2577829	1	0	8.7	6.4	1.6	4.3	2.1	0	5.6	2.1
ENSMUSG00000109594	1700047O18Rik	7	12514787	12515529	743	42.93	1	TEC	RIKEN cDNA 1700047O18 gene [Source:MGI Symbol;Acc:MGI:1920668]	1.9	0.04	0.17	0.240999656380108	0.8095554	1	0	0.9	0	4	5.7	1	0	1.6	2.3
ENSMUSG00000085637	1700048M11Rik	16	92105604	92109356	485	48.04	-1	lncRNA	RIKEN cDNA 1700048M11 gene [Source:MGI Symbol;Acc:MGI:1920636]	3.2	-0.15	0.23	-0.668127036392009	0.5040525	1	0	3.5	4	4.8	1.4	1	4.7	4.1	2.4
ENSMUSG00000043773	1700048O20Rik	9	121766289	121776082	2099	42.68	1	lncRNA	RIKEN cDNA 1700048O20 gene [Source:MGI Symbol;Acc:MGI:1920637]	54.7	-0.02	0.25	-0.0635108042430305	0.9493598	0.8352446	2.239	41.8	56	67	61.6	52.1	49.5	54.9	54.4
ENSMUSG00000085077	1700049E15Rik	6	147591739	147603872	1047	42.03	1	lncRNA	RIKEN cDNA 1700049E15 gene [Source:MGI Symbol;Acc:MGI:1920644]	2.8	0.07	0.23	0.319517938959989	0.7493338	1	0	2.6	1.6	3.2	2.9	3.1	3.5	2.5	3.2
ENSMUSG00000108263	1700051K13Rik	6	134222634	134223329	696	41.09	-1	TEC	RIKEN cDNA 1700051K13 gene [Source:MGI Symbol;Acc:MGI:1920602]	2.1	-0.15	0.19	-0.805746963400194	0.4203888	1	0	0.9	3.2	4.8	1.4	0	2.4	3	1.3
ENSMUSG00000099681	1700052K11Rik	11	105068552	105072259	3708	48.89	-1	lncRNA	RIKEN cDNA 1700052K11 gene [Source:MGI Symbol;Acc:MGI:1920681]	116.6	0.12	0.2	0.599619697224633	0.5487597	0.7638185	1.601	103.6	114.5	114.9	127.6	116.7	122.5	111	122.3
ENSMUSG00000099988	1700054A03Rik	19	53022079	53072947	4290	45.88	1	lncRNA	RIKEN cDNA 1700054A03 gene [Source:MGI Symbol;Acc:MGI:1925707]	5.3	-0.22	0.26	-0.859183279115628	0.3902394	1	0	3.5	9.6	7.2	2.9	4.2	4.7	6.8	3.9
ENSMUSG00000104183	1700054O19Rik	14	25706830	25707697	868	47.24	-1	TEC	RIKEN cDNA 1700054O19 gene [Source:MGI Symbol;Acc:MGI:1921522]	11.5	-0.59	0.28	-2.09132123374792	0.03649928	1	0.031	10.4	20.8	19.1	5.7	9.4	3.5	16.8	6.2
ENSMUSG00000070997	1700055D18Rik	4	45011687	45015406	3720	49.33	1	lncRNA	RIKEN cDNA 1700055D18 gene [Source:MGI Symbol;Acc:MGI:1920655]	6.5	0.03	0.24	0.132994143379841	0.894198	1	0.031	2.6	0.8	15.2	5.7	4.2	10.6	6.2	6.8
ENSMUSG00000044854	1700056E22Rik	1	183765227	183766498	1272	62.89	-1	protein_coding	RIKEN cDNA 1700056E22 gene [Source:MGI Symbol;Acc:MGI:1920613]	77.6	0.45	0.24	1.90105910491864	0.05729427	0.3217635	1.355	65.3	64.9	57.4	63.1	103.1	111.9	62.5	92.7
ENSMUSG00000084792	1700056N10Rik	16	16865384	16866975	1043	45.73	1	lncRNA	RIKEN cDNA 1700056N10 gene [Source:MGI Symbol;Acc:MGI:1920642]	29.6	-0.16	0.27	-0.601647941996295	0.5474085	0.7318148	1.775	31.3	28.8	35.9	34.4	17.7	29.4	32	27.2
ENSMUSG00000089636	1700058P15Rik	7	18992417	18993664	413	50.08	1	lncRNA	RIKEN cDNA 1700058P15 gene [Source:MGI Symbol;Acc:MGI:1920627]	6.4	-0.39	0.26	-1.48027851933305	0.1387989	1	0.031	8.7	9.6	8.8	4.3	1	5.9	9	3.7
ENSMUSG00000084970	1700060J05Rik	4	53562983	53564697	1060	44.55	-1	lncRNA	RIKEN cDNA 1700060J05 gene [Source:MGI Symbol;Acc:MGI:1920641]	2.3	-0.13	0.2	-0.628091825355653	0.5299438	1	0	3.5	3.2	2.4	1.4	0	3.5	3	1.7
ENSMUSG00000117966	1700061A03Rik	19	5538772	5539226	455	53.63	-1	TEC	RIKEN cDNA 1700061A03 gene [Source:MGI Symbol;Acc:MGI:1920664]	3.6	-0.17	0.23	-0.753986620336665	0.4508573	1	0	5.2	5.6	3.2	4.3	0	3.5	4.7	2.6
ENSMUSG00000117080	1700063J08Rik	17	29170829	29171382	554	55.42	-1	lncRNA	RIKEN cDNA 1700063J08 gene [Source:MGI Symbol;Acc:MGI:1920700]	4.7	0.04	0.22	0.183911892244954	0.8540826	1	0	0.9	6.4	5.6	10	5.2	0	4.3	5.1
ENSMUSG00000082766	1700064H15Rik	3	19664532	19682841	394	42.77	-1	protein_coding	RIKEN cDNA 1700064H15 gene [Source:MGI Symbol;Acc:MGI:1920674]	2.7	0.08	0.21	0.391910599587095	0.6951243	1	0	3.5	2.4	0.8	2.9	5.2	1.2	2.2	3.1
ENSMUSG00000100211	1700064M15Rik	12	99592312	99594233	645	45.53	-1	lncRNA	RIKEN cDNA 1700064M15 gene [Source:MGI Symbol;Acc:MGI:1920707]	2.1	0.25	0.19	1.28163244038346	0.1999716	1	0	0.9	0	1.6	5.7	2.1	2.4	0.8	3.4
ENSMUSG00000096655	1700065D16Rik	9	95737471	95740375	2905	52.19	-1	lncRNA	RIKEN cDNA 1700065D16 gene [Source:MGI Symbol;Acc:MGI:1920660]	3.4	-0.21	0.21	-1.02935437410086	0.3033132	1	0	3.5	6.4	4.8	5.7	0	0	4.9	1.9
ENSMUSG00000100872	1700065J18Rik	1	192523969	192525048	393	47.69	1	lncRNA	RIKEN cDNA 1700065J18 gene [Source:MGI Symbol;Acc:MGI:1920705]	1.7	-0.03	0.17	-0.15784744513287	0.874577	1	0	0	2.4	3.2	0	1	3.5	1.9	1.5
ENSMUSG00000073598	1700066B19Rik	18	35836278	35863922	2837	47.25	1	protein_coding	RIKEN cDNA 1700066B19 gene [Source:MGI Symbol;Acc:MGI:1920699]	6.2	0.3	0.25	1.20939397922769	0.2265115	1	0.031	0.9	8	2.4	8.6	13.5	3.5	3.8	8.6
ENSMUSG00000097717	1700066J03Rik	13	58294763	58297506	850	45.95	1	lncRNA	RIKEN cDNA 1700066J03 gene [Source:MGI Symbol;Acc:MGI:1914589]	4.4	0.55	0.24	2.33366262469089	0.01961339	1	0	0	1.6	1.6	11.5	8.3	3.5	1.1	7.8
ENSMUSG00000038323	1700066M21Rik	1	57416779	57424582	3235	41.03	1	protein_coding	RIKEN cDNA 1700066M21 gene [Source:MGI Symbol;Acc:MGI:1920717]	149	-0.29	0.21	-1.34789330997793	0.1776927	0.479415	1.601	192.4	148.1	160.4	121.8	104.2	167.3	167	131.1
ENSMUSG00000046408	1700067K01Rik	8	84728131	84731399	1957	53.35	1	protein_coding	RIKEN cDNA 1700067K01 gene [Source:MGI Symbol;Acc:MGI:1920703]	15.4	-0.08	0.28	-0.288288026362514	0.7731263	1	1.032	19.2	14.4	15.2	12.9	18.8	11.8	16.2	14.5
ENSMUSG00000087204	1700073E17Rik	6	145333322	145347905	1265	45.6	1	transcribed_processed_pseudogene	RIKEN cDNA 1700073E17 gene [Source:MGI Symbol;Acc:MGI:1920734]	7.7	-0.34	0.26	-1.28150597566219	0.200016	1	0.075	9.6	8	14.4	2.9	10.4	1.2	10.6	4.8
ENSMUSG00000113209	1700081N11Rik	12	54909432	54910452	688	57.79	1	lncRNA	RIKEN cDNA 1700081N11 gene [Source:MGI Symbol;Acc:MGI:1920778]	4.2	0.22	0.24	0.914069698118525	0.3606802	1	0	4.4	1.6	2.4	10	4.2	2.4	2.8	5.5
ENSMUSG00000100747	1700084E18Rik	2	30126807	30128235	1429	62.14	-1	lncRNA	RIKEN cDNA 1700084E18 gene [Source:MGI Symbol;Acc:MGI:1914600]	11.6	0.07	0.28	0.258194500626156	0.7962568	1	0.031	11.3	13.6	8	10	14.6	11.8	11	12.1
ENSMUSG00000058101	1700084J12Rik	15	33404131	33406122	1992	47.49	-1	transcribed_processed_pseudogene	RIKEN cDNA 1700084J12 gene [Source:MGI Symbol;Acc:MGI:1920736]	3.8	-0.21	0.24	-0.890095362128497	0.3734147	1	0	6.1	6.4	2.4	4.3	1	2.4	5	2.6
ENSMUSG00000115693	1700085D07Rik	15	73121395	73135969	318	42.61	1	lncRNA	RIKEN cDNA 1700085D07 gene [Source:MGI Symbol;Acc:MGI:1920741]	3.5	-0.05	0.23	-0.234676564061972	0.8144598	1	0	4.4	4.8	2.4	1.4	1	7.1	3.9	3.2
ENSMUSG00000020548	1700086D15Rik	11	65042736	65050717	1093	45.25	-1	protein_coding	RIKEN cDNA 1700086D15 gene [Source:MGI Symbol;Acc:MGI:1921532]	1.9	-0.17	0.17	-1.03503083296241	0.3006545	1	0	0	6.4	3.2	0	2.1	0	3.2	0.7
ENSMUSG00000071265	1700086L19Rik	12	74331016	74342719	1075	43.49	1	transcribed_unitary_pseudogene	RIKEN cDNA 1700086L19 gene [Source:MGI Symbol;Acc:MGI:1921534]	1055.7	0.72	0.2	3.64696444627825	0.0002653566	0.01729675	1.561	950.7	724.6	601.5	1070.8	1556.5	1430.1	758.9	1352.5
