"seqnames" "start" "end" "width" "strand" "Conc" "Conc_KO" "Conc_WT" "Fold" "p.value" "FDR" "annotation" "geneChr" "geneStart" "geneEnd" "geneLength" "geneStrand" "geneId" "transcriptId" "distanceToTSS" "ENSEMBL" "SYMBOL" "GENENAME" "Simplified_Annotation"
"79" "chr10" 59878303 59878703 401 "*" 6.47827919318283 5.70513675513896 6.83055444437442 -0.697990166083794 4.46365346983089e-06 0.00450608573121076 "Intron (ENSMUST00000050516.14/69090, intron 6 of 10)" 10 59839149 59935810 96662 1 "69090" "ENSMUST00000164083.4" 39154 "ENSMUSG00000044475" "Ascc1" "activating signal cointegrator 1 complex subunit 1" "Intron"
"80" "chr14" 75184402 75184802 401 "*" 6.3137379709168 5.76718826225061 6.58901877332231 -0.61027110296175 4.54098805816945e-06 0.00452825114044531 "Promoter (<=1kb)" 14 74992115 75185306 193192 2 "380916" "ENSMUST00000088970.7" 504 "ENSMUSG00000068015" "Lrch1" "leucine-rich repeats and calponin homology (CH) domain containing 1" "Promoter"
"81" "chr14" 54717030 54717430 401 "*" 5.41362164389214 4.65756542991566 5.76063507044609 -0.688564353385418 4.74298876349154e-06 0.0046489514315596 "Promoter (2-3kb)" 14 54714928 54716574 1647 1 "140743" "ENSMUST00000168930.2" 2102 "ENSMUSG00000022176" "Rem2" "rad and gem related GTP binding protein 2" "Promoter"
"82" "chr11" 18322951 18323351 401 "*" 5.0367722523041 4.168757232512 5.41683657882481 -0.714413906892382 4.77573584751139e-06 0.0046489514315596 "Distal Intergenic" 11 18417479 18443255 25777 2 "102633911" "ENSMUST00000143311.2" 119904 "ENSMUSG00000085675" "Gm12022" "predicted gene 12022" "Intergenic"
"83" "chr14" 77112430 77112830 401 "*" 6.75664837605721 6.20291641798492 7.03462869889167 -0.609547607969987 4.86210312371135e-06 0.00467734320501032 "Exon (ENSMUST00000227341.2/ENSMUST00000227341.2, exon 2 of 2)" 14 77018267 77021652 3386 1 "102632077" "ENSMUST00000226490.2" 94163 NA "Gm30246" "predicted gene, 30246" "Exon"
"84" "chr11" 86977428 86977828 401 "*" 7.20543689737491 6.76731920005957 7.43760890886136 -0.530878608905571 5.10974304595231e-06 0.00485841498683163 "Promoter (<=1kb)" 11 86968558 86977600 9043 2 "74133" "ENSMUST00000020801.14" 0 "ENSMUSG00000020495" "Smg8" "SMG8 nonsense mediated mRNA decay factor" "Promoter"
"85" "chr5" 5363190 5363590 401 "*" 3.98048166481825 2.40926076005058 4.50887062413849 -0.735332352022167 5.24707792910192e-06 0.00493165014095016 "Intron (ENSMUST00000030763.13/18647, intron 2 of 14)" 5 5299228 5316303 17076 2 "18647" "ENSMUST00000137554.2" -46887 "ENSMUSG00000028926" "Cdk14" "cyclin dependent kinase 14" "Intron"
"86" "chr19" 37430952 37431352 401 "*" 4.77442329139777 3.66201718032076 5.21624527365961 -0.72809056358414 5.44776284144719e-06 0.00498894447599729 "Distal Intergenic" 19 37425187 37429120 3934 1 "15242" "ENSMUST00000128184.3" 5765 "ENSMUSG00000024986" "Hhex" "hematopoietically expressed homeobox" "Intergenic"
"87" "chr9" 50156255 50156655 401 "*" 6.32623313143168 5.73006833514572 6.6197918403492 -0.627159867385154 5.51086962823174e-06 0.00498894447599729 "Distal Intergenic" 9 50143823 50144482 660 2 "71873" "ENSMUST00000215655.2" -11773 "ENSMUSG00000110916" "2310003N18Rik" "RIKEN cDNA 2310003N18 gene" "Intergenic"
"88" "chr3" 87704119 87704519 401 "*" 6.22906878554426 5.66137686551184 6.51224357622407 -0.611981518182951 5.57176287472097e-06 0.00498894447599729 "Promoter (<=1kb)" 3 87704258 87723408 19151 1 "23920" "ENSMUST00000029711.9" 0 "ENSMUSG00000005640" "Insrr" "insulin receptor-related receptor" "Promoter"
"89" "chr17" 46281668 46282068 401 "*" 4.48113388499126 3.43386225097608 4.90775117904235 -0.723277208356721 5.6325281596346e-06 0.00498894447599729 "Distal Intergenic" 17 46329638 46332298 2661 2 "22339" "ENSMUST00000143985.2" 50230 "ENSMUSG00000023951" "Vegfa" "vascular endothelial growth factor A" "Intergenic"
"90" "chr5" 148968171 148968571 401 "*" 7.0143547000824 6.55863923993019 7.25383544831892 -0.542540281038731 5.68641939108344e-06 0.00498894447599729 "Distal Intergenic" 5 148935946 148952668 16723 2 "100039964" "ENSMUST00000242658.1" -15503 NA "Gm15411" "predicted gene 15411" "Intergenic"
"91" "chr2" 32706940 32707340 401 "*" 5.31594968243047 4.43168890647296 5.70054105434737 -0.709590929627019 5.7080814338086e-06 0.00498894447599729 "Promoter (<=1kb)" 2 32677619 32707202 29584 2 "20910" "ENSMUST00000113222.4" 0 "ENSMUSG00000026797" "Stxbp1" "syntaxin binding protein 1" "Promoter"
"92" "chr7" 3341276 3341676 401 "*" 7.91791088700414 7.41453722843432 8.17656633827418 -0.575305657796573 5.73512022433344e-06 0.00498894447599729 "Promoter (<=1kb)" 7 3341619 3347838 6220 1 "50918" "ENSMUST00000164553.8" 0 "ENSMUSG00000068566" "Myadm" "myeloid-associated differentiation marker" "Promoter"
"93" "chr7" 28630787 28631187 401 "*" 6.63469297876262 5.97684213318107 6.94981724360503 -0.655792823647336 5.8467241763299e-06 0.00503249090419469 "Intron (ENSMUST00000068045.14/60595, intron 1 of 20)" 7 28606439 28618646 12208 2 "60595" "ENSMUST00000140622.8" -12141 "ENSMUSG00000054808" "Actn4" "actinin alpha 4" "Intron"
"94" "chr11" 107228168 107228568 401 "*" 5.50568976173185 4.78995499021291 5.83995677539043 -0.672112919456841 5.95210979461549e-06 0.00506983351985113 "Promoter (<=1kb)" 11 107098718 107228463 129746 2 "71795" "ENSMUST00000040380.13" 0 "ENSMUSG00000040430" "Pitpnc1" "phosphatidylinositol transfer protein, cytoplasmic 1" "Promoter"
"95" "chr13" 96097908 96098308 401 "*" 5.89237112398096 5.2770292176965 6.19276809157205 -0.630603005952898 6.59234148656836e-06 0.00555727591089376 "Exon (ENSMUST00000161263.8/75209, exon 13 of 13)" 13 96097671 96121358 23688 2 "75209" "ENSMUST00000182180.2" 23050 "ENSMUSG00000051111" "Sv2c" "synaptic vesicle glycoprotein 2c" "Exon"
"96" "chr3" 34135260 34135660 401 "*" 7.13666124926867 6.71090696031988 7.36362232231325 -0.522172338651595 6.68854029798078e-06 0.00558083612414172 "Promoter (<=1kb)" 3 34110169 34135461 25293 2 "67713" "ENSMUST00000011029.12" 0 "ENSMUSG00000027679" "Dnajc19" "DnaJ heat shock protein family (Hsp40) member C19" "Promoter"
"97" "chr7" 55491755 55492155 401 "*" 8.15857027935354 7.74588202624465 8.3799547086651 -0.512999096818101 6.96396419919804e-06 0.00570802258131708 "Promoter (<=1kb)" 7 55491819 55582350 90532 1 "20430" "ENSMUST00000032629.16" 0 "ENSMUSG00000030447" "Cyfip1" "cytoplasmic FMR1 interacting protein 1" "Promoter"
"98" "chr8" 27083956 27084356 401 "*" 4.69059044407641 3.66101926252396 5.11292699275494 -0.712212158354834 7.10146844828213e-06 0.00570802258131708 "Distal Intergenic" 8 27050489 27069830 19342 2 "105243150" "ENSMUST00000210258.2" -14126 NA "Gm39149" "predicted gene, 39149" "Intergenic"
"99" "chr1" 57445654 57446054 401 "*" 6.79821765195324 6.3011991124596 7.05436715072536 -0.568771379794076 7.18300674542724e-06 0.00570802258131708 "Promoter (<=1kb)" 1 57427399 57445833 18435 2 "68736" "ENSMUST00000079998.13" 0 "ENSMUSG00000048495" "Tyw5" "tRNA-yW synthesizing protein 5" "Promoter"
"100" "chr16" 21151897 21152297 401 "*" 7.18698285554796 6.75177695303783 7.41793330819085 -0.529687107129674 7.21212717247455e-06 0.00570802258131708 "Promoter (<=1kb)" 16 21150643 21152139 1497 2 "76222" "ENSMUST00000231504.3" 0 "ENSMUSG00000121787" "Magef1" "MAGE family member F1" "Promoter"
"101" "chr11" 29497927 29498327 401 "*" 7.56457308520747 7.14987337214907 7.78682071680682 -0.51202962163344 7.25007487365234e-06 0.00570802258131708 "Promoter (<=1kb)" 11 29497950 29528367 30418 1 "73324" "ENSMUST00000020753.4" 0 "ENSMUSG00000020461" "Clhc1" "clathrin heavy chain linker domain containing 1" "Promoter"
"102" "chr17" 46766273 46766673 401 "*" 6.27381303961819 5.66323090805848 6.57252422838208 -0.625703896845948 7.25980614475941e-06 0.00570802258131708 "3' UTR" 17 46743109 46749383 6275 2 "108114" "ENSMUST00000087012.7" -16890 "ENSMUSG00000067144" "Slc22a7" "solute carrier family 22 (organic anion transporter), member 7" "3' UTR"
"103" "chr6" 72627353 72627753 401 "*" 5.97591318887943 5.2155288595006 6.32426720997023 -0.675663676453254 7.4120736141514e-06 0.005772240565992 "Intron (ENSMUST00000069536.12/21415, intron 3 of 11)" 6 72613236 72614700 1465 1 "100038714" "ENSMUST00000101278.3" 14117 NA "Gm15401" "predicted gene 15401" "Intron"
"104" "chr1" 86461395 86461795 401 "*" 4.98276160978764 5.53090063744418 4.45132984555521 0.671098553990102 7.5335475206148e-06 0.0058114922713271 "Distal Intergenic" 1 86454529 86457931 3403 1 "19231" "ENSMUST00000188533.2" 6866 "ENSMUSG00000026238" "Ptma" "prothymosin alpha" "Intergenic"
"105" "chr7" 74204516 74204916 401 "*" 6.74973567894598 6.25974638825497 7.0030953989927 -0.567872297077052 7.6474145534599e-06 0.00584419708445248 "Promoter (<=1kb)" 7 73945119 74204528 259410 2 "108116" "ENSMUST00000107453.8" 0 "ENSMUSG00000025790" "Slco3a1" "solute carrier organic anion transporter family, member 3a1" "Promoter"
"106" "chr8" 85077498 85077898 401 "*" 4.85198001210731 3.82218808057493 5.27437035063346 -0.708878796430225 7.775793014775e-06 0.00588728328535326 "Intron (ENSMUST00000238701.2/12286, intron 1 of 48)" 8 85065268 85366875 301608 1 "12286" "ENSMUST00000238701.2" 12230 "ENSMUSG00000034656" "Cacna1a" "calcium channel, voltage-dependent, P/Q type, alpha 1A subunit" "Intron"
"107" "chr19" 55458059 55458459 401 "*" 5.67984029644311 4.71830331255617 6.08509965249811 -0.704525798683374 8.0170403875081e-06 0.00599881003739083 "Intron (ENSMUST00000225529.2/53611, intron 5 of 7)" 19 55369446 55435411 65966 1 "53611" "ENSMUST00000224396.2" 88613 "ENSMUSG00000024983" "Vti1a" "vesicle transport through interaction with t-SNAREs 1A" "Intron"
"108" "chr7" 44489069 44489469 401 "*" 7.11677813772925 6.67203033328404 7.35171860549566 -0.535335133974004 8.13948567127947e-06 0.00599881003739083 "Promoter (<=1kb)" 7 44488622 44489192 571 1 "14204" "ENSMUST00000133279.2" 447 "ENSMUSG00000074141" "Il4i1" "interleukin 4 induced 1" "Promoter"
"109" "chr2" 102065046 102065446 401 "*" 4.90763844830802 3.98830966141218 5.30178306811808 -0.69894241831815 8.14318104623189e-06 0.00599881003739083 "Distal Intergenic" 2 101780548 102016730 236183 2 "241576" "ENSMUST00000058790.12" -48316 "ENSMUSG00000048058" "Ldlrad3" "low density lipoprotein receptor class A domain containing 3" "Intergenic"
"110" "chr2" 110016750 110017150 401 "*" 5.67655226221037 4.85959562372753 6.04195506558343 -0.685705393595409 8.34187308375886e-06 0.00606603076946958 "Distal Intergenic" 2 110048348 110048454 107 1 "115489665" "ENSMUST00000239900.1" -31198 "ENSMUSG00000118908" "Gm22997" "predicted gene, 22997" "Intergenic"
"111" "chr11" 108036803 108037203 401 "*" 5.86320433628089 5.09062244321664 6.21530825294648 -0.67810122778734 8.3827990332648e-06 0.00606603076946958 "Intron (ENSMUST00000059595.11/18750, intron 3 of 16)" 11 108072676 108084952 12277 1 "115487810" "ENSMUST00000153899.2" -35473 NA "Gm11655" "predicted gene 11655" "Intron"
"112" "chr6" 91706648 91707048 401 "*" 7.03592325253216 6.5713468023032 7.27903675612156 -0.548347919545519 8.52751843399475e-06 0.00608178160740971 "Intron (ENSMUST00000032185.9/21366, intron 5 of 14)" 6 91701940 91722010 20071 1 "21366" "ENSMUST00000205663.2" 4708 "ENSMUSG00000030096" "Slc6a6" "solute carrier family 6 (neurotransmitter transporter, taurine), member 6" "Intron"
"113" "chr8" 46208499 46208899 401 "*" 5.04146414623761 4.13345731717675 5.43255665784424 -0.696633124706628 8.62750794728251e-06 0.00608178160740971 "Intron (ENSMUST00000067065.14/234214, intron 6 of 25)" 8 46216145 46280941 64797 1 "234214" "ENSMUST00000125295.8" -7246 "ENSMUSG00000031626" "Sorbs2" "sorbin and SH3 domain containing 2" "Intron"
"114" "chr13" 86194753 86195153 401 "*" 7.24549842903433 6.76963466504309 7.49319415073353 -0.557005318891909 8.62769556633883e-06 0.00608178160740971 "Promoter (<=1kb)" 13 86192935 86195023 2089 2 "12867" "ENSMUST00000131011.2" 0 "ENSMUSG00000017778" "Cox7c" "cytochrome c oxidase subunit 7C" "Promoter"
"115" "chr1" 77480383 77480783 401 "*" 4.19764079876593 3.05853827259441 4.64545486906177 -0.704131898441395 8.7108440864736e-06 0.00608791214487989 "Intron (ENSMUST00000027451.13/13838, intron 3 of 17)" 1 77473290 77473405 116 2 "102465180" "ENSMUST00000184495.3" -6978 "ENSMUSG00000099141" "Mir6352" "microRNA 6352" "Intron"
"116" "chr17" 57117236 57117636 401 "*" 7.10939234118594 6.61159434788782 7.3658500233633 -0.565984939426149 9.54481959827986e-06 0.00661423642840122 "Intron (ENSMUST00000086801.7/19725, intron 1 of 16)" 17 57100882 57102378 1497 1 "105246300" "ENSMUST00000247457.1" 16354 NA "Gm41604" "predicted gene, 41604" "Intron"
"117" "chr18" 36020770 36021170 401 "*" 7.26003347755849 6.7715922459454 7.51277624499473 -0.560501667397513 9.69830189574245e-06 0.00666411887407445 "Promoter (2-3kb)" 18 36021822 36023390 1569 2 "102640187" "ENSMUST00000237036.2" 2220 NA "Gm36315" "predicted gene, 36315" "Promoter"
"118" "chr8" 95774542 95774942 401 "*" 4.31843526697619 3.14693602411889 4.77334128122256 -0.696286465038056 9.934191753656e-06 0.00671901624879942 "Distal Intergenic" 8 95781731 95804769 23039 1 "330830" "ENSMUST00000058479.7" -6789 "ENSMUSG00000031786" "Drc7" "dynein regulatory complex subunit 7" "Intergenic"
"119" "chr9" 98837372 98837772 401 "*" 5.62946531603222 4.93225438528949 5.95771707642253 -0.648755792702506 9.94253352213195e-06 0.00671901624879942 "Promoter (<=1kb)" 9 98831834 98837352 5519 2 "768252" "ENSMUST00000181706.8" -20 "ENSMUSG00000097072" "Foxl2os" "forkhead box L2, opposite strand" "Promoter"
"120" "chr3" 108195168 108195568 401 "*" 6.64891331092343 6.15132228855646 6.90528918280216 -0.568315002945031 1.01373417657857e-05 0.0067422328421822 "Promoter (<=1kb)" 3 108195197 108200437 5241 1 "100502732" "ENSMUST00000198943.2" 0 NA "Gm19343" "predicted gene, 19343" "Promoter"
"121" "chr10" 118829699 118830099 401 "*" 4.18636261081781 2.84188234839401 4.67604540471339 -0.689898320962296 1.01417957635858e-05 0.0067422328421822 "Distal Intergenic" 10 118864195 118886404 22210 2 "102636674" "ENSMUST00000220074.2" 56305 "ENSMUSG00000112778" "Gm33677" "predicted gene, 33677" "Intergenic"
"122" "chr2" 172780455 172780855 401 "*" 6.22107973815959 5.63486927954928 6.51103989071031 -0.609750120054839 1.02610432052137e-05 0.00676649599105097 "Promoter (1-2kb)" 2 172757911 172781885 23975 2 "12162" "ENSMUST00000137247.2" 1030 "ENSMUSG00000008999" "Bmp7" "bone morphogenetic protein 7" "Promoter"
"123" "chr4" 21879588 21879988 401 "*" 7.38844487652161 6.97142322194447 7.61168681548265 -0.513851236756146 1.04349530637818e-05 0.00682612889620353 "Promoter (<=1kb)" 4 21879673 21912162 32490 1 "230027" "ENSMUST00000029909.3" 0 "ENSMUSG00000028247" "Coq3" "coenzyme Q3 methyltransferase" "Promoter"
"124" "chr13" 46196930 46197330 401 "*" 4.94235740924669 3.97979279952542 5.34788228847438 -0.692029323507859 1.06398139124199e-05 0.00690490145729027 "Distal Intergenic" 13 46214073 46222238 8166 1 "108167338" "ENSMUST00000221550.2" -16743 NA "Gm45949" "predicted gene, 45949" "Intergenic"
"125" "chr5" 135754286 135754686 401 "*" 6.78554498007974 6.20671910868361 7.07281360807258 -0.602533023862303 1.07565624272951e-05 0.00692570165102299 "Promoter (<=1kb)" 5 135754582 135759095 4514 1 "18984" "ENSMUST00000127096.2" 0 "ENSMUSG00000005514" "Por" "cytochrome p450 oxidoreductase" "Promoter"
"126" "chr1" 92070348 92070748 401 "*" 4.86330603001465 3.86841722262492 5.2770628967489 -0.69198472389187 1.08712667960474e-05 0.00694487098369369 "Intron (ENSMUST00000097644.9/208727, intron 2 of 26)" 1 91860479 92076115 215637 2 "208727" "ENSMUST00000008995.15" 5367 "ENSMUSG00000026313" "Hdac4" "histone deacetylase 4" "Intron"
"127" "chr6" 72040762 72041162 401 "*" 4.83650690595249 3.71006573802121 5.28149601959252 -0.692443460799851 1.10032877050066e-05 0.00697471965611156 "Distal Intergenic" 6 71990880 72019512 28633 2 "330350" "ENSMUST00000206867.2" -21250 "ENSMUSG00000108356" "9130221F21Rik" "RIKEN cDNA 9130221F21 gene" "Intergenic"
"128" "chr10" 24334538 24334938 401 "*" 5.5997759223551 4.95107448116726 5.91177947045152 -0.636376414546845 1.12665781069242e-05 0.00708667762925532 "Distal Intergenic" 10 24455946 24469656 13711 2 "102638890" "ENSMUST00000141076.2" 134718 NA "Gm15270" "predicted gene 15270" "Intergenic"
"129" "chr7" 115260889 115261289 401 "*" 4.08894603896358 2.87556426144487 4.55273829307903 -0.686812151468196 1.13821391020208e-05 0.00710471385016978 "Promoter (<=1kb)" 7 115179833 115261600 81768 2 "20679" "ENSMUST00000205479.2" 311 "ENSMUSG00000051910" "Sox6" "SRY (sex determining region Y)-box 6" "Promoter"
"130" "chr12" 84248756 84249156 401 "*" 5.29907181142528 4.32674196026508 5.70710804916415 -0.688844625972155 1.16036853552995e-05 0.00713464866728785 "Intron (ENSMUST00000046266.13/238317, intron 1 of 12)" 12 84242743 84246354 3612 1 "102633763" "ENSMUST00000223261.2" 6013 NA "Gm31513" "predicted gene, 31513" "Intron"
"131" "chr3" 142431266 142431666 401 "*" 6.14600586271609 5.44803939699859 6.47450497619607 -0.649778144265455 1.16046015989884e-05 0.00713464866728785 "Promoter (2-3kb)" 3 142428876 142437052 8177 1 "229905" "ENSMUST00000137623.3" 2390 "ENSMUSG00000040213" "Kyat3" "kynurenine aminotransferase 3" "Promoter"
"132" "chr8" 107131745 107132145 401 "*" 5.08680037746117 4.17982597207964 5.4776130577282 -0.684729165643875 1.1745602870481e-05 0.00716744736357636 "Distal Intergenic" 8 107141959 107153230 11272 1 "22751" "ENSMUST00000213045.2" -9814 "ENSMUSG00000031907" "Zfp90" "zinc finger protein 90" "Intergenic"
"133" "chr15" 96917062 96917462 401 "*" 5.18390095656132 4.37615809571218 5.54658596074271 -0.670770135131982 1.19726220356006e-05 0.00725186151000788 "Promoter (<=1kb)" 15 96892701 96917832 25132 2 "69354" "ENSMUST00000231039.2" 370 "ENSMUSG00000022464" "Slc38a4" "solute carrier family 38, member 4" "Promoter"
"134" "chr8" 35000872 35001272 401 "*" 5.32170897754655 4.41248047932312 5.71313228559257 -0.683501319387384 1.21374084782491e-05 0.0072976168475473 "Distal Intergenic" 8 34990472 34993782 3311 1 "102637063" "ENSMUST00000211015.2" 10400 NA "Gm33968" "predicted gene, 33968" "Intergenic"
"135" "chr3" 94385248 94385648 401 "*" 5.37435324544525 4.45046306112135 5.76971893811876 -0.682481395428622 1.25997215850584e-05 0.00748550546660135 "Promoter (<=1kb)" 3 94385602 94392625 7024 1 "78784" "ENSMUST00000199884.5" 0 "ENSMUSG00000028137" "Celf3" "CUGBP, Elav-like family member 3" "Promoter"
"136" "chr9" 114634237 114634637 401 "*" 6.68812377139226 6.21179194074246 6.93600842462603 -0.555393646845453 1.26329919822794e-05 0.00748550546660135 "Intron (ENSMUST00000047013.4/70031, intron 1 of 3)" 9 114590467 114610924 20458 2 "102545" "ENSMUST00000214604.2" -23313 "ENSMUSG00000032436" "Cmtm7" "CKLF-like MARVEL transmembrane domain containing 7" "Intron"
"137" "chr16" 30419374 30419774 401 "*" 5.95590908969421 5.3614620636476 6.24884922408785 -0.608608282599059 1.27685134721691e-05 0.00750843602817804 "Promoter (<=1kb)" 16 30418541 30421615 3075 1 "224093" "ENSMUST00000059078.4" 833 "ENSMUSG00000046546" "Fam43a" "family with sequence similarity 43, member A" "Promoter"
"138" "chr13" 99236932 99237332 401 "*" 6.23512892912399 5.58415648441114 6.54790955910996 -0.630590850839314 1.28553386809946e-05 0.00750843602817804 "Promoter (<=1kb)" 13 99237162 99244289 7128 1 "328320" "ENSMUST00000181742.3" 0 "ENSMUSG00000097848" "Gm807" "predicted gene 807" "Promoter"
"139" "chr4" 150737616 150738016 401 "*" 4.82482884233454 3.94624898579764 5.20784457317661 -0.677904984188536 1.31121075851649e-05 0.00760409246268747 "Promoter (<=1kb)" 4 150713029 150736631 23603 2 "242773" "ENSMUST00000037827.10" -985 "ENSMUSG00000039838" "Slc45a1" "solute carrier family 45, member 1" "Promoter"
"140" "chr1" 63287277 63287677 401 "*" 4.61120954563695 3.70293460620857 5.00237468509467 -0.678213257537305 1.34147121943453e-05 0.0077247958882508 "Exon (ENSMUST00000194370.2/ENSMUST00000194370.2, exon 1 of 1)" 1 63306007 63312274 6268 2 "102639043" "ENSMUST00000153049.8" 24597 NA "Gm11608" "predicted gene 11608" "Exon"
"141" "chr5" 124230004 124230404 401 "*" 6.27987668583617 5.57654389583808 6.61012773252215 -0.645071734241682 1.39516674505105e-05 0.00788243521308798 "Promoter (1-2kb)" 5 124209774 124228325 18552 2 "56325" "ENSMUST00000141510.8" -1679 "ENSMUSG00000029408" "Abcb9" "ATP-binding cassette, sub-family B member 9" "Promoter"
